np_previous_word,np_one_word,np_one_word_next,np_two_word,np_two_word_next,np_three_word,np_three_word_next
will,not,every,"('not', 'every')",hour,"('not', 'every', 'hour')",survey
not,every,hour,"('every', 'hour')",survey,"('every', 'hour', 'survey')",
every,hour,survey,"('hour', 'survey')",,"('hour', 'survey', '')","
"
hour,survey,,"('survey', '')","
","
","
"
survey,,"
","
","
","
","
"
"
",for,blunting,"('for', 'blunting')",the,"('for', 'blunting', 'the')",fine
for,blunting,the,"('blunting', 'the')",fine,"('blunting', 'the', 'fine')",point
blunting,the,fine,"('the', 'fine')",point,"('the', 'fine', 'point')",of
the,fine,point,"('fine', 'point')",of,"('fine', 'point', 'of')",seldom
fine,point,of,"('point', 'of')",seldom,"('point', 'of', 'seldom')",pleasure
point,of,seldom,"('of', 'seldom')",pleasure,"('of', 'seldom', 'pleasure')",
of,seldom,pleasure,"('seldom', 'pleasure')",,"('seldom', 'pleasure', '')","
"
seldom,pleasure,,"('pleasure', '')","
","
","
"
pleasure,,"
","
","
","
","
"
"
",therefore,are,"('therefore', 'are')",feasts,"('therefore', 'are', 'feasts')",so
therefore,are,feasts,"('are', 'feasts')",so,"('are', 'feasts', 'so')",solemn
are,feasts,so,"('feasts', 'so')",solemn,"('feasts', 'so', 'solemn')",and
feasts,so,solemn,"('so', 'solemn')",and,"('so', 'solemn', 'and')",so
so,solemn,and,"('solemn', 'and')",so,"('solemn', 'and', 'so')",rare
solemn,and,so,"('and', 'so')",rare,"('and', 'so', 'rare')",
and,so,rare,"('so', 'rare')",,"('so', 'rare', '')","
"
so,rare,,"('rare', '')","
","
","
"
rare,,"
","
","
","
","
"
"
",since,,"('since', '')",seldom,"('since', '', 'seldom')",coming
since,,seldom,"('', 'seldom')",coming,"('', 'seldom', 'coming')",
,seldom,coming,"('seldom', 'coming')",,"('seldom', 'coming', '')",in
seldom,coming,,"('coming', '')",in,"('coming', '', 'in')",the
coming,,in,"('', 'in')",the,"('', 'in', 'the')",long
,in,the,"('in', 'the')",long,"('in', 'the', 'long')",year
in,the,long,"('the', 'long')",year,"('the', 'long', 'year')",set
the,long,year,"('long', 'year')",set,"('long', 'year', 'set')",
long,year,set,"('year', 'set')",,"('year', 'set', '')","
"
year,set,,"('set', '')","
","
","
"
set,,"
","
","
","
","
"
"
",like,stones,"('like', 'stones')",of,"('like', 'stones', 'of')",worth
like,stones,of,"('stones', 'of')",worth,"('stones', 'of', 'worth')",they
stones,of,worth,"('of', 'worth')",they,"('of', 'worth', 'they')",thinly
of,worth,they,"('worth', 'they')",thinly,"('worth', 'they', 'thinly')",placed
worth,they,thinly,"('they', 'thinly')",placed,"('they', 'thinly', 'placed')",are
they,thinly,placed,"('thinly', 'placed')",are,"('thinly', 'placed', 'are')",
thinly,placed,are,"('placed', 'are')",,"('placed', 'are', '')","
"
placed,are,,"('are', '')","
","
","
"
are,,"
","
","
","
","
"
"
",or,captain,"('or', 'captain')",jewels,"('or', 'captain', 'jewels')",in
or,captain,jewels,"('captain', 'jewels')",in,"('captain', 'jewels', 'in')",the
captain,jewels,in,"('jewels', 'in')",the,"('jewels', 'in', 'the')",carcanet
jewels,in,the,"('in', 'the')",carcanet,"('in', 'the', 'carcanet')",
in,the,carcanet,"('the', 'carcanet')",,"('the', 'carcanet', '')","
"
the,carcanet,,"('carcanet', '')","
","
","
"
carcanet,,"
","
","
","
","
"
"
",so,is,"('so', 'is')",the,"('so', 'is', 'the')",time
so,is,the,"('is', 'the')",time,"('is', 'the', 'time')",that
is,the,time,"('the', 'time')",that,"('the', 'time', 'that')",keeps
the,time,that,"('time', 'that')",keeps,"('time', 'that', 'keeps')",you
time,that,keeps,"('that', 'keeps')",you,"('that', 'keeps', 'you')",as
that,keeps,you,"('keeps', 'you')",as,"('keeps', 'you', 'as')",my
keeps,you,as,"('you', 'as')",my,"('you', 'as', 'my')",chest
you,as,my,"('as', 'my')",chest,"('as', 'my', 'chest')",
as,my,chest,"('my', 'chest')",,"('my', 'chest', '')","
"
my,chest,,"('chest', '')","
","
","
"
chest,,"
","
","
","
","
"
"
",or,as,"('or', 'as')",the,"('or', 'as', 'the')",wardrobe
or,as,the,"('as', 'the')",wardrobe,"('as', 'the', 'wardrobe')",which
as,the,wardrobe,"('the', 'wardrobe')",which,"('the', 'wardrobe', 'which')",the
the,wardrobe,which,"('wardrobe', 'which')",the,"('wardrobe', 'which', 'the')",robe
wardrobe,which,the,"('which', 'the')",robe,"('which', 'the', 'robe')",doth
which,the,robe,"('the', 'robe')",doth,"('the', 'robe', 'doth')",hide
the,robe,doth,"('robe', 'doth')",hide,"('robe', 'doth', 'hide')",
robe,doth,hide,"('doth', 'hide')",,"('doth', 'hide', '')","
"
doth,hide,,"('hide', '')","
","
","
"
hide,,"
","
","
","
","
"
"
",to,make,"('to', 'make')",some,"('to', 'make', 'some')",special
to,make,some,"('make', 'some')",special,"('make', 'some', 'special')",instant
make,some,special,"('some', 'special')",instant,"('some', 'special', 'instant')",special
some,special,instant,"('special', 'instant')",special,"('special', 'instant', 'special')",blest
special,instant,special,"('instant', 'special')",blest,"('instant', 'special', 'blest')",
instant,special,blest,"('special', 'blest')",,"('special', 'blest', '')","
"
special,blest,,"('blest', '')","
","
","
"
blest,,"
","
","
","
","
"
"
",by,new,"('by', 'new')",unfolding,"('by', 'new', 'unfolding')",his
by,new,unfolding,"('new', 'unfolding')",his,"('new', 'unfolding', 'his')",imprison'd
new,unfolding,his,"('unfolding', 'his')",imprison'd,"('unfolding', 'his', ""imprison'd"")",pride
unfolding,his,imprison'd,"('his', ""imprison'd"")",pride,"('his', ""imprison'd"", 'pride')",
his,imprison'd,pride,"(""imprison'd"", 'pride')",,"(""imprison'd"", 'pride', '')","
"
imprison'd,pride,,"('pride', '')","
","
","
"
pride,,"
","
","
","
","
"
"
",,,"('', '')",blessed,"('', '', 'blessed')",are
,,blessed,"('', 'blessed')",are,"('', 'blessed', 'are')",you
,blessed,are,"('blessed', 'are')",you,"('blessed', 'are', 'you')",
blessed,are,you,"('are', 'you')",,"('are', 'you', '')",whose
are,you,,"('you', '')",whose,"('you', '', 'whose')",worthiness
you,,whose,"('', 'whose')",worthiness,"('', 'whose', 'worthiness')",gives
,whose,worthiness,"('whose', 'worthiness')",gives,"('whose', 'worthiness', 'gives')",scope
whose,worthiness,gives,"('worthiness', 'gives')",scope,"('worthiness', 'gives', 'scope')",
worthiness,gives,scope,"('gives', 'scope')",,"('gives', 'scope', '')","
"
"
",,,"('', '')",being,"('', '', 'being')",had
,,being,"('', 'being')",had,"('', 'being', 'had')",
,being,had,"('being', 'had')",,"('being', 'had', '')",to
being,had,,"('had', '')",to,"('had', '', 'to')",triumph
had,,to,"('', 'to')",triumph,"('', 'to', 'triumph')",
,to,triumph,"('to', 'triumph')",,"('to', 'triumph', '')",being
to,triumph,,"('triumph', '')",being,"('triumph', '', 'being')",lack'd
triumph,,being,"('', 'being')",lack'd,"('', 'being', ""lack'd"")",
,being,lack'd,"('being', ""lack'd"")",,"('being', ""lack'd"", '')",to
being,lack'd,,"(""lack'd"", '')",to,"(""lack'd"", '', 'to')",hope
lack'd,,to,"('', 'to')",hope,"('', 'to', 'hope')",
,to,hope,"('to', 'hope')",,"('to', 'hope', '')","
"
"
",what,is,"('what', 'is')",your,"('what', 'is', 'your')",substance
what,is,your,"('is', 'your')",substance,"('is', 'your', 'substance')",
is,your,substance,"('your', 'substance')",,"('your', 'substance', '')",whereof
your,substance,,"('substance', '')",whereof,"('substance', '', 'whereof')",are
substance,,whereof,"('', 'whereof')",are,"('', 'whereof', 'are')",you
,whereof,are,"('whereof', 'are')",you,"('whereof', 'are', 'you')",made
whereof,are,you,"('are', 'you')",made,"('are', 'you', 'made')",
are,you,made,"('you', 'made')",,"('you', 'made', '')","
"
you,made,,"('made', '')","
","
","
"
made,,"
","
","
","
","
"
"
",that,millions,"('that', 'millions')",of,"('that', 'millions', 'of')",strange
that,millions,of,"('millions', 'of')",strange,"('millions', 'of', 'strange')",shadows
millions,of,strange,"('of', 'strange')",shadows,"('of', 'strange', 'shadows')",on
of,strange,shadows,"('strange', 'shadows')",on,"('strange', 'shadows', 'on')",you
strange,shadows,on,"('shadows', 'on')",you,"('shadows', 'on', 'you')",tend?
shadows,on,you,"('on', 'you')",tend?,"('on', 'you', 'tend?')","
"
on,you,tend?,"('you', 'tend?')","
","
","
"
you,tend?,"
","
","
","
","
"
"
",since,every,"('since', 'every')",one,"('since', 'every', 'one')",hath
since,every,one,"('every', 'one')",hath,"('every', 'one', 'hath')",
every,one,hath,"('one', 'hath')",,"('one', 'hath', '')",every
one,hath,,"('hath', '')",every,"('hath', '', 'every')",one
hath,,every,"('', 'every')",one,"('', 'every', 'one')",
,every,one,"('every', 'one')",,"('every', 'one', '')",one
every,one,,"('one', '')",one,"('one', '', 'one')",shade
one,,one,"('', 'one')",shade,"('', 'one', 'shade')",
,one,shade,"('one', 'shade')",,"('one', 'shade', '')","
"
one,shade,,"('shade', '')","
","
","
"
shade,,"
","
","
","
","
"
"
",and,you,"('and', 'you')",,"('and', 'you', '')",but
and,you,,"('you', '')",but,"('you', '', 'but')",one
you,,but,"('', 'but')",one,"('', 'but', 'one')",
,but,one,"('but', 'one')",,"('but', 'one', '')",can
but,one,,"('one', '')",can,"('one', '', 'can')",every
one,,can,"('', 'can')",every,"('', 'can', 'every')",shadow
,can,every,"('can', 'every')",shadow,"('can', 'every', 'shadow')",lend
can,every,shadow,"('every', 'shadow')",lend,"('every', 'shadow', 'lend')",
every,shadow,lend,"('shadow', 'lend')",,"('shadow', 'lend', '')","
"
shadow,lend,,"('lend', '')","
","
","
"
lend,,"
","
","
","
","
"
"
",describe,adonis,"('describe', 'adonis')",,"('describe', 'adonis', '')",and
describe,adonis,,"('adonis', '')",and,"('adonis', '', 'and')",the
adonis,,and,"('', 'and')",the,"('', 'and', 'the')",counterfeit
,and,the,"('and', 'the')",counterfeit,"('and', 'the', 'counterfeit')","
"
and,the,counterfeit,"('the', 'counterfeit')","
","
","
"
the,counterfeit,"
","
","
","
","
"
"
",is,poorly,"('is', 'poorly')",imitated,"('is', 'poorly', 'imitated')",after
is,poorly,imitated,"('poorly', 'imitated')",after,"('poorly', 'imitated', 'after')",you;
poorly,imitated,after,"('imitated', 'after')",you;,"('imitated', 'after', 'you;')","
"
imitated,after,you;,"('after', 'you;')","
","
","
"
after,you;,"
","
","
","
","
"
"
",on,helen's,"('on', ""helen's"")",cheek,"('on', ""helen's"", 'cheek')",all
on,helen's,cheek,"(""helen's"", 'cheek')",all,"(""helen's"", 'cheek', 'all')",art
helen's,cheek,all,"('cheek', 'all')",art,"('cheek', 'all', 'art')",of
cheek,all,art,"('all', 'art')",of,"('all', 'art', 'of')",beauty
all,art,of,"('art', 'of')",beauty,"('art', 'of', 'beauty')",set
art,of,beauty,"('of', 'beauty')",set,"('of', 'beauty', 'set')",
of,beauty,set,"('beauty', 'set')",,"('beauty', 'set', '')","
"
beauty,set,,"('set', '')","
","
","
"
set,,"
","
","
","
","
"
"
",and,you,"('and', 'you')",in,"('and', 'you', 'in')",grecian
and,you,in,"('you', 'in')",grecian,"('you', 'in', 'grecian')",tires
you,in,grecian,"('in', 'grecian')",tires,"('in', 'grecian', 'tires')",are
in,grecian,tires,"('grecian', 'tires')",are,"('grecian', 'tires', 'are')",painted
grecian,tires,are,"('tires', 'are')",painted,"('tires', 'are', 'painted')",new
tires,are,painted,"('are', 'painted')",new,"('are', 'painted', 'new')",
are,painted,new,"('painted', 'new')",,"('painted', 'new', '')","
"
painted,new,,"('new', '')","
","
","
"
new,,"
","
","
","
","
"
"
",speak,of,"('speak', 'of')",the,"('speak', 'of', 'the')",spring
speak,of,the,"('of', 'the')",spring,"('of', 'the', 'spring')",and
of,the,spring,"('the', 'spring')",and,"('the', 'spring', 'and')",foison
the,spring,and,"('spring', 'and')",foison,"('spring', 'and', 'foison')",of
spring,and,foison,"('and', 'foison')",of,"('and', 'foison', 'of')",the
and,foison,of,"('foison', 'of')",the,"('foison', 'of', 'the')",year;
foison,of,the,"('of', 'the')",year;,"('of', 'the', 'year;')","
"
of,the,year;,"('the', 'year;')","
","
","
"
the,year;,"
","
","
","
","
"
"
",the,one,"('the', 'one')",doth,"('the', 'one', 'doth')",shadow
the,one,doth,"('one', 'doth')",shadow,"('one', 'doth', 'shadow')",of
one,doth,shadow,"('doth', 'shadow')",of,"('doth', 'shadow', 'of')",your
doth,shadow,of,"('shadow', 'of')",your,"('shadow', 'of', 'your')",beauty
shadow,of,your,"('of', 'your')",beauty,"('of', 'your', 'beauty')",show
of,your,beauty,"('your', 'beauty')",show,"('your', 'beauty', 'show')",
your,beauty,show,"('beauty', 'show')",,"('beauty', 'show', '')","
"
beauty,show,,"('show', '')","
","
","
"
show,,"
","
","
","
","
"
"
",the,other,"('the', 'other')",as,"('the', 'other', 'as')",your
the,other,as,"('other', 'as')",your,"('other', 'as', 'your')",bounty
other,as,your,"('as', 'your')",bounty,"('as', 'your', 'bounty')",doth
as,your,bounty,"('your', 'bounty')",doth,"('your', 'bounty', 'doth')",appear;
your,bounty,doth,"('bounty', 'doth')",appear;,"('bounty', 'doth', 'appear;')","
"
bounty,doth,appear;,"('doth', 'appear;')","
","
","
"
doth,appear;,"
","
","
","
","
"
"
",and,you,"('and', 'you')",in,"('and', 'you', 'in')",every
and,you,in,"('you', 'in')",every,"('you', 'in', 'every')",blessed
you,in,every,"('in', 'every')",blessed,"('in', 'every', 'blessed')",shape
in,every,blessed,"('every', 'blessed')",shape,"('every', 'blessed', 'shape')",we
every,blessed,shape,"('blessed', 'shape')",we,"('blessed', 'shape', 'we')",know
blessed,shape,we,"('shape', 'we')",know,"('shape', 'we', 'know')",
shape,we,know,"('we', 'know')",,"('we', 'know', '')","
"
we,know,,"('know', '')","
","
","
"
know,,"
","
","
","
","
"
"
",,,"('', '')",in,"('', '', 'in')",all
,,in,"('', 'in')",all,"('', 'in', 'all')",external
,in,all,"('in', 'all')",external,"('in', 'all', 'external')",grace
in,all,external,"('all', 'external')",grace,"('all', 'external', 'grace')",you
all,external,grace,"('external', 'grace')",you,"('external', 'grace', 'you')",have
external,grace,you,"('grace', 'you')",have,"('grace', 'you', 'have')",some
grace,you,have,"('you', 'have')",some,"('you', 'have', 'some')",part
you,have,some,"('have', 'some')",part,"('have', 'some', 'part')",
have,some,part,"('some', 'part')",,"('some', 'part', '')","
"
"
",,,"('', '')",but,"('', '', 'but')",you
,,but,"('', 'but')",you,"('', 'but', 'you')",like
,but,you,"('but', 'you')",like,"('but', 'you', 'like')",none
but,you,like,"('you', 'like')",none,"('you', 'like', 'none')",
you,like,none,"('like', 'none')",,"('like', 'none', '')",none
like,none,,"('none', '')",none,"('none', '', 'none')",you
none,,none,"('', 'none')",you,"('', 'none', 'you')",
,none,you,"('none', 'you')",,"('none', 'you', '')",for
none,you,,"('you', '')",for,"('you', '', 'for')",constant
you,,for,"('', 'for')",constant,"('', 'for', 'constant')",heart
,for,constant,"('for', 'constant')",heart,"('for', 'constant', 'heart')",
for,constant,heart,"('constant', 'heart')",,"('constant', 'heart', '')","
"
"
",o,,"('o', '')",how,"('o', '', 'how')",much
o,,how,"('', 'how')",much,"('', 'how', 'much')",more
,how,much,"('how', 'much')",more,"('how', 'much', 'more')",doth
how,much,more,"('much', 'more')",doth,"('much', 'more', 'doth')",beauty
much,more,doth,"('more', 'doth')",beauty,"('more', 'doth', 'beauty')",beauteous
more,doth,beauty,"('doth', 'beauty')",beauteous,"('doth', 'beauty', 'beauteous')",seem
doth,beauty,beauteous,"('beauty', 'beauteous')",seem,"('beauty', 'beauteous', 'seem')","
"
beauty,beauteous,seem,"('beauteous', 'seem')","
","
","
"
beauteous,seem,"
","
","
","
","
"
"
",by,that,"('by', 'that')",sweet,"('by', 'that', 'sweet')",ornament
by,that,sweet,"('that', 'sweet')",ornament,"('that', 'sweet', 'ornament')",which
that,sweet,ornament,"('sweet', 'ornament')",which,"('sweet', 'ornament', 'which')",truth
sweet,ornament,which,"('ornament', 'which')",truth,"('ornament', 'which', 'truth')",doth
ornament,which,truth,"('which', 'truth')",doth,"('which', 'truth', 'doth')",give!
which,truth,doth,"('truth', 'doth')",give!,"('truth', 'doth', 'give!')","
"
truth,doth,give!,"('doth', 'give!')","
","
","
"
doth,give!,"
","
","
","
","
"
"
",the,rose,"('the', 'rose')",looks,"('the', 'rose', 'looks')",fair
the,rose,looks,"('rose', 'looks')",fair,"('rose', 'looks', 'fair')",
rose,looks,fair,"('looks', 'fair')",,"('looks', 'fair', '')",but
looks,fair,,"('fair', '')",but,"('fair', '', 'but')",fairer
fair,,but,"('', 'but')",fairer,"('', 'but', 'fairer')",we
,but,fairer,"('but', 'fairer')",we,"('but', 'fairer', 'we')",it
but,fairer,we,"('fairer', 'we')",it,"('fairer', 'we', 'it')",deem
fairer,we,it,"('we', 'it')",deem,"('we', 'it', 'deem')","
"
we,it,deem,"('it', 'deem')","
","
","
"
it,deem,"
","
","
","
","
"
"
",for,that,"('for', 'that')",sweet,"('for', 'that', 'sweet')",odour
for,that,sweet,"('that', 'sweet')",odour,"('that', 'sweet', 'odour')",which
that,sweet,odour,"('sweet', 'odour')",which,"('sweet', 'odour', 'which')",doth
sweet,odour,which,"('odour', 'which')",doth,"('odour', 'which', 'doth')",in
odour,which,doth,"('which', 'doth')",in,"('which', 'doth', 'in')",it
which,doth,in,"('doth', 'in')",it,"('doth', 'in', 'it')",live
doth,in,it,"('in', 'it')",live,"('in', 'it', 'live')",
in,it,live,"('it', 'live')",,"('it', 'live', '')","
"
it,live,,"('live', '')","
","
","
"
live,,"
","
","
","
","
"
"
",the,canker,"('the', 'canker')",blooms,"('the', 'canker', 'blooms')",have
the,canker,blooms,"('canker', 'blooms')",have,"('canker', 'blooms', 'have')",full
canker,blooms,have,"('blooms', 'have')",full,"('blooms', 'have', 'full')",as
blooms,have,full,"('have', 'full')",as,"('have', 'full', 'as')",deep
have,full,as,"('full', 'as')",deep,"('full', 'as', 'deep')",a
full,as,deep,"('as', 'deep')",a,"('as', 'deep', 'a')",dye
as,deep,a,"('deep', 'a')",dye,"('deep', 'a', 'dye')","
"
deep,a,dye,"('a', 'dye')","
","
","
"
a,dye,"
","
","
","
","
"
"
",as,the,"('as', 'the')",perfumed,"('as', 'the', 'perfumed')",tincture
as,the,perfumed,"('the', 'perfumed')",tincture,"('the', 'perfumed', 'tincture')",of
the,perfumed,tincture,"('perfumed', 'tincture')",of,"('perfumed', 'tincture', 'of')",the
perfumed,tincture,of,"('tincture', 'of')",the,"('tincture', 'of', 'the')",roses
tincture,of,the,"('of', 'the')",roses,"('of', 'the', 'roses')",
of,the,roses,"('the', 'roses')",,"('the', 'roses', '')","
"
the,roses,,"('roses', '')","
","
","
"
roses,,"
","
","
","
","
"
"
",hang,on,"('hang', 'on')",such,"('hang', 'on', 'such')",thorns
hang,on,such,"('on', 'such')",thorns,"('on', 'such', 'thorns')",and
on,such,thorns,"('such', 'thorns')",and,"('such', 'thorns', 'and')",play
such,thorns,and,"('thorns', 'and')",play,"('thorns', 'and', 'play')",as
thorns,and,play,"('and', 'play')",as,"('and', 'play', 'as')",wantonly
and,play,as,"('play', 'as')",wantonly,"('play', 'as', 'wantonly')","
"
play,as,wantonly,"('as', 'wantonly')","
","
","
"
as,wantonly,"
","
","
","
","
"
"
",when,summer's,"('when', ""summer's"")",breath,"('when', ""summer's"", 'breath')",their
when,summer's,breath,"(""summer's"", 'breath')",their,"(""summer's"", 'breath', 'their')",masked
summer's,breath,their,"('breath', 'their')",masked,"('breath', 'their', 'masked')",buds
breath,their,masked,"('their', 'masked')",buds,"('their', 'masked', 'buds')",discloses
their,masked,buds,"('masked', 'buds')",discloses,"('masked', 'buds', 'discloses')",
masked,buds,discloses,"('buds', 'discloses')",,"('buds', 'discloses', '')","
"
buds,discloses,,"('discloses', '')","
","
","
"
discloses,,"
","
","
","
","
"
"
",but,,"('but', '')",for,"('but', '', 'for')",their
but,,for,"('', 'for')",their,"('', 'for', 'their')",virtue
,for,their,"('for', 'their')",virtue,"('for', 'their', 'virtue')",only
for,their,virtue,"('their', 'virtue')",only,"('their', 'virtue', 'only')",is
